,AA,CC,Id,Ti,Y,authors,logprob,paper
147,"[{'AfId': 161318765, 'AuN': 'kewei tu', 'AfN': 'university of california los angeles', 'AuId': 2630071572}, {'AfId': 161318765, 'AuN': 'maria pavlovskaia', 'AfN': 'university of california los angeles', 'AuId': 2025421271}, {'AfId': 161318765, 'AuN': 'songchun zhu', 'AfN': 'university of california los angeles', 'AuId': 2343632159}]",9,2147583489,unsupervised structure learning of stochastic and or grammars,2013,"['Kewei Tu', 'Maria Pavlovskaia', 'Song-Chun Zhu']",-20.608,Unsupervised Structure Learning of Stochastic And-Or Grammars
148,"[{'AfId': 160992636, 'AuN': 'ryota tomioka', 'AfN': 'toyota technological institute at chicago', 'AuId': 2443967568}, {'AfId': 114531698, 'AuN': 'taiji suzuki', 'AfN': 'tokyo institute of technology', 'AuId': 2106500497}]",67,2159023782,convex tensor decomposition via structured schatten norm regularization,2013,"['Ryota Tomioka', 'Taiji Suzuki']",-19.7,Convex Tensor Decomposition via Structured Schatten Norm Regularization
149,"[{'AfId': 70931966, 'AuN': 'yann n dauphin', 'AfN': 'universite de montreal', 'AuId': 1973263502}, {'AfId': 70931966, 'AuN': 'yoshua bengio', 'AfN': 'universite de montreal', 'AuId': 161269817}]",8,2114960120,stochastic ratio matching of rbms for sparse high dimensional inputs,2013,"['Yann Dauphin', 'Yoshua Bengio']",-20.345,Stochastic Ratio Matching of RBMs for Sparse High-Dimensional Inputs
150,"[{'AfId': 133731052, 'AuN': 'jukka corander', 'AfN': 'university of helsinki', 'AuId': 2045095944}, {'AfId': 9927081, 'AuN': 'tomi janhunen', 'AfN': 'aalto university', 'AuId': 2018242697}, {'AfId': 9927081, 'AuN': 'jussi rintanen', 'AfN': 'aalto university', 'AuId': 647630240}, {'AfId': 130217899, 'AuN': 'henrik nyman', 'AfN': 'abo akademi university', 'AuId': 2071704220}, {'AfId': 130217899, 'AuN': 'johan pensar', 'AfN': 'abo akademi university', 'AuId': 2013394117}]",17,2148014621,learning chordal markov networks by constraint satisfaction,2013,"['Jukka Corander', 'Tomi Janhunen', 'Jussi Rintanen', 'Henrik Nyman', 'Johan Pensar']",-20.252,Learning Chordal Markov Networks by Constraint Satisfaction
151,"[{'AfId': 197274945, 'AuN': 'ichiro takeuchi', 'AfN': 'nagoya institute of technology', 'AuId': 2619145315}, {'AfId': 197274945, 'AuN': 'tatsuya hongo', 'AfN': 'nagoya institute of technology', 'AuId': 2552797595}, {'AfId': 114531698, 'AuN': 'masashi sugiyama', 'AfN': 'tokyo institute of technology', 'AuId': 2130456104}, {'AfId': 122368001, 'AuN': 'shinichi nakajima', 'AfN': 'nikon', 'AuId': 2077020583}]",2,2145178286,parametric task learning,2013,"['Ichiro Takeuchi', 'Tatsuya Hongo', 'Masashi Sugiyama', 'Shinichi Nakajima']",-21.274,Parametric Task Learning
152,"[{'AfId': 2250955327, 'AuN': 'zhengdong lu', 'AfN': 'huawei', 'AuId': 2779496505}, {'AfId': 2250955327, 'AuN': 'hang li', 'AfN': 'huawei', 'AuId': 2128739099}]",95,2128892113,a deep architecture for matching short texts,2013,"['Zhengdong Lu', 'Hang Li']",-18.701,A Deep Architecture for Matching Short Texts
153,"[{'AfId': 63966007, 'AuN': 'christina e lee', 'AfN': 'massachusetts institute of technology', 'AuId': 2108971143}, {'AfId': 63966007, 'AuN': 'asuman e ozdaglar', 'AfN': 'massachusetts institute of technology', 'AuId': 278189939}, {'AfId': 63966007, 'AuN': 'devavrat shah', 'AfN': 'massachusetts institute of technology', 'AuId': 2155470367}]",7,2134282564,computing the stationary distribution locally,2013,"['Christina E. Lee', 'Asuman Ozdaglar', 'Devavrat Shah']",-20.811,Computing the Stationary Distribution Locally
154,"[{'AfId': 97018004, 'AuN': 'myunghwan kim', 'AfN': 'stanford university', 'AuId': 2140237911}, {'AfId': 97018004, 'AuN': 'jure leskovec', 'AfN': 'stanford university', 'AuId': 1878631932}]",25,2135348090,nonparametric multi group membership model for dynamic networks,2013,"['Myunghwan Kim', 'Jure Leskovec']",-19.927,Nonparametric Multi-group Membership Model for Dynamic Networks
155,"[{'AfId': 93860229, 'AuN': 'matteo pirotta', 'AfN': 'polytechnic university of milan', 'AuId': 2043994882}, {'AfId': 93860229, 'AuN': 'marcello restelli', 'AfN': 'polytechnic university of milan', 'AuId': 2776493128}, {'AfId': 93860229, 'AuN': 'luca bascetta', 'AfN': 'polytechnic university of milan', 'AuId': 1967124182}]",14,2112964839,adaptive step size for policy gradient methods,2013,"['Matteo Pirotta', 'Marcello Restelli', 'Luca Bascetta']",-20.204,Adaptive Step-Size for Policy Gradient Methods
156,"[{'AfId': 95457486, 'AuN': 'xinghao pan', 'AfN': 'university of california berkeley', 'AuId': 2159742009}, {'AfId': 95457486, 'AuN': 'joseph e gonzalez', 'AfN': 'university of california berkeley', 'AuId': 2252171364}, {'AfId': 95457486, 'AuN': 'stefanie jegelka', 'AfN': 'university of california berkeley', 'AuId': 1987539784}, {'AfId': 95457486, 'AuN': 'tamara broderick', 'AfN': 'university of california berkeley', 'AuId': 2137747219}, {'AfId': 95457486, 'AuN': 'michael i jordan', 'AfN': 'university of california berkeley', 'AuId': 2435751034}]",17,2163799778,optimistic concurrency control for distributed unsupervised learning,2013,"['Xinghao Pan', 'Joseph E. Gonzalez', 'Stefanie Jegelka', 'Tamara Broderick', 'Michael I. Jordan']",-19.536,Optimistic Concurrency Control for Distributed Unsupervised Learning
157,"[{'AfId': 7495430, 'AuN': 'leonidas lefakis', 'AfN': 'idiap research institute', 'AuId': 911413627}, {'AfId': 7495430, 'AuN': 'franccois fleuret', 'AfN': 'idiap research institute', 'AuId': 2669233766}]",0,2099664102,reservoir boosting between online and offline ensemble learning,2013,"['Leonidas Lefakis', 'François Fleuret']",-21.976,Reservoir Boosting : Between Online and Offline Ensemble Learning
158,"[{'AfId': 97565354, 'AuN': 'x bresson', 'AfN': 'university of lausanne', 'AuId': 2794062175}, {'AfId': 35566140, 'AuN': 'thomas laurent', 'AfN': 'loyola marymount university', 'AuId': 2617007560}, {'AfId': 76766440, 'AuN': 'david uminsky', 'AfN': 'university of san francisco', 'AuId': 2280052210}, {'AfId': 161318765, 'AuN': 'james h von brecht', 'AfN': 'university of california los angeles', 'AuId': 2004071612}]",57,2127376708,multiclass total variation clustering,2013,"['Xavier Bresson', 'Thomas Laurent', 'David Uminsky', 'James von Brecht']",-19.451,Multiclass Total Variation Clustering
159,"[{'AfId': 79576946, 'AuN': 'raja hafiz affandi', 'AfN': 'university of pennsylvania', 'AuId': 2164061828}, {'AfId': 201448701, 'AuN': 'emily b fox', 'AfN': 'university of washington', 'AuId': 2130148372}, {'AfId': 201448701, 'AuN': 'ben taskar', 'AfN': 'university of washington', 'AuId': 2192679303}]",21,2134553104,approximate inference in continuous determinantal processes,2013,"['Raja Hafiz Affandi', 'Emily Fox', 'Ben Taskar']",-20.194,Approximate Inference in Continuous Determinantal Processes
160,"[{'AfId': 122368001, 'AuN': 'shinichi nakajima', 'AfN': 'nikon', 'AuId': 2077020583}, {'AfId': 74801974, 'AuN': 'akiko takeda', 'AfN': 'university of tokyo', 'AuId': 2169472820}, {'AfId': 1291425158, 'AuN': 's derin babacan', 'AfN': 'google', 'AuId': 2080686788}, {'AfId': 114531698, 'AuN': 'masashi sugiyama', 'AfN': 'tokyo institute of technology', 'AuId': 2130456104}, {'AfId': 197274945, 'AuN': 'ichiro takeuchi', 'AfN': 'nagoya institute of technology', 'AuId': 2619145315}]",0,2164686043,global solver and its efficient approximation for variational bayesian low rank subspace clustering,2013,"['Shinichi Nakajima', 'Akiko Takeda', 'S. Derin Babacan', 'Masashi Sugiyama', 'Ichiro Takeuchi']",-21.554,Global Solver and Its Efficient Approximation for Variational Bayesian Low-rank Subspace Clustering
161,"[{'AfId': 1326498283, 'AuN': 'nathaniel korda', 'AfN': 'french institute for research in computer science and automation', 'AuId': 2071713583}, {'AfId': 205703379, 'AuN': 'emilie kaufmann', 'AfN': 'institut mines telecom', 'AuId': 2781186283}, {'AfId': 1326498283, 'AuN': 'remi munos', 'AfN': 'french institute for research in computer science and automation', 'AuId': 254054780}]",34,2110632090,thompson sampling for 1 dimensional exponential family bandits,2013,"['Nathaniel Korda', 'Emilie Kaufmann', 'Remi Munos']",-19.513,Thompson Sampling for 1-Dimensional Exponential Family Bandits
162,"[{'AfId': 165932596, 'AuN': 'nguyen viet cuong', 'AfN': 'national university of singapore', 'AuId': 2100545504}, {'AfId': 165932596, 'AuN': 'wee sun lee', 'AfN': 'national university of singapore', 'AuId': 2135255940}, {'AfId': 165932596, 'AuN': 'nan ye', 'AfN': 'national university of singapore', 'AuId': 2100618501}, {'AfId': 28490864, 'AuN': 'kian ming adam chai', 'AfN': 'dso national laboratories', 'AuId': 2020392308}, {'AfId': 28490864, 'AuN': 'hai leong chieu', 'AfN': 'dso national laboratories', 'AuId': 733215631}]",11,2773883447,active learning for probabilistic hypotheses using the maximum gibbs error criterion,2013,"['Nguyen Viet Cuong', 'Wee Sun Lee', 'Nan Ye', 'Kian Ming A. Chai', 'Hai Leong Chieu']",-20.474,Active Learning for Probabilistic Hypotheses Using the Maximum Gibbs Error Criterion
163,"[{'AfId': 149899117, 'AuN': 'barbara rakitsch', 'AfN': 'max planck society', 'AuId': 2309463568}, {'AfId': 1290206253, 'AuN': 'christoph lippert', 'AfN': 'microsoft', 'AuId': 2155816549}, {'AfId': 149899117, 'AuN': 'karsten m borgwardt', 'AfN': 'max planck society', 'AuId': 2086114595}, {'AfId': 1303153112, 'AuN': 'oliver stegle', 'AfN': 'european bioinformatics institute', 'AuId': 37172038}]",14,2139259843,it is all in the noise efficient multi task gaussian process inference with structured residuals,2013,"['Barbara Rakitsch', 'Christoph Lippert', 'Karsten Borgwardt', 'Oliver Stegle']",-20.569,It is all in the noise: Efficient multi-task Gaussian process inference with structured residuals
164,"[{'AfId': 59270414, 'AuN': 'harish g ramaswamy', 'AfN': 'indian institute of science', 'AuId': 1982179918}, {'AfId': 59270414, 'AuN': 'shivani agarwal', 'AfN': 'indian institute of science', 'AuId': 2099769723}, {'AfId': 27837315, 'AuN': 'ambuj tewari', 'AfN': 'university of michigan', 'AuId': 2099647344}]",8,2669179452,convex calibrated surrogates for low rank loss matrices with applications to subset ranking losses,2013,"['Harish G. Ramaswamy', 'Shivani Agarwal', 'Ambuj Tewari']",-21.04,Convex Calibrated Surrogates for Low-Rank Loss Matrices with Applications to Subset Ranking Losses
165,"[{'AfId': 52357470, 'AuN': 'qichao que', 'AfN': 'ohio state university', 'AuId': 2294414387}, {'AfId': 52357470, 'AuN': 'mikhail belkin', 'AfN': 'ohio state university', 'AuId': 2271754566}]",7,2119464254,inverse density as an inverse problem the fredholm equation approach,2013,"['Qichao Que', 'Mikhail Belkin']",-20.895,Inverse Density as an Inverse Problem: the Fredholm Equation Approach
166,"[{'AfId': 27837315, 'AuN': 'forest agostinelli', 'AfN': 'university of michigan', 'AuId': 2500689562}, {'AfId': 27837315, 'AuN': 'michael r anderson', 'AfN': 'university of michigan', 'AuId': 2414588085}, {'AfId': 27837315, 'AuN': 'honglak lee', 'AfN': 'university of michigan', 'AuId': 2117954069}]",63,2594483002,adaptive multi column deep neural networks with application to robust image denoising,2013,"['Forest Agostinelli', 'Michael R. Anderson', 'Honglak Lee']",-19.376,Adaptive Multi-Column Deep Neural Networks with Application to Robust Image Denoising
167,"[{'AfId': 161318765, 'AuN': 'khaled s refaat', 'AfN': 'university of california los angeles', 'AuId': 417158606}, {'AfId': 161318765, 'AuN': 'arthur choi', 'AfN': 'university of california los angeles', 'AuId': 2132471304}, {'AfId': 161318765, 'AuN': 'adnan darwiche', 'AfN': 'university of california los angeles', 'AuId': 457026902}]",5,2139938591,edml for learning parameters in directed and undirected graphical models,2013,"['Khaled S. Refaat', 'Arthur Choi', 'Adnan Darwiche']",-20.942,EDML for Learning Parameters in Directed and Undirected Graphical Models
168,"[{'AfId': 76130692, 'AuN': 'zhiqiang ge', 'AfN': 'zhejiang university', 'AuId': 2125103393}, {'AfId': 76130692, 'AuN': 'zhihuan song', 'AfN': 'zhejiang university', 'AuId': 2121256084}]",225,2070135905,process monitoring based on independent component analysis principal component analysis ica pca and similarity factors,2007,"['Soravit Changpinyo', 'Kuan Liu', 'Fei Sha']",-18.803,Similarity Component Analysis
169,"[{'AfId': 63966007, 'AuN': 'vikash k mansinghka', 'AfN': 'massachusetts institute of technology', 'AuId': 2032923457}, {'AfId': 63966007, 'AuN': 'tejas d kulkarni', 'AfN': 'massachusetts institute of technology', 'AuId': 2533618377}, {'AfId': 4853710, 'AuN': 'yura n perov', 'AfN': 'siberian federal university', 'AuId': 2481919491}, {'AfId': 63966007, 'AuN': 'joshua b tenenbaum', 'AfN': 'massachusetts institute of technology', 'AuId': 2149572011}]",55,2133059703,approximate bayesian image interpretation using generative probabilistic graphics programs,2013,"['Vikash K. Mansinghka', 'Tejas D. Kulkarni', 'Yura N. Perov', 'Josh Tenenbaum']",-19.45,Approximate Bayesian Image Interpretation using Generative Probabilistic Graphics Programs
170,"[{'AfId': 95457486, 'AuN': 'john c duchi', 'AfN': 'university of california berkeley', 'AuId': 2524462901}, {'AfId': 95457486, 'AuN': 'martin j wainwright', 'AfN': 'university of california berkeley', 'AuId': 229038272}, {'AfId': 95457486, 'AuN': 'michael i jordan', 'AfN': 'university of california berkeley', 'AuId': 2435751034}]",32,2103096545,local privacy and minimax bounds sharp rates for probability estimation,2013,"['John Duchi', 'Martin J. Wainwright', 'Michael I. Jordan']",-18.915,Local Privacy and Minimax Bounds: Sharp Rates for Probability Estimation
171,"[{'AfId': 29607241, 'AuN': 'david barrett', 'AfN': 'ecole normale superieure', 'AuId': 1999777867}, {'AfId': 29607241, 'AuN': 'sophie deneve', 'AfN': 'ecole normale superieure', 'AuId': 2343108657}, {'AfId': 29607241, 'AuN': 'christian k machens', 'AfN': 'ecole normale superieure', 'AuId': 234273277}]",5,2168097621,firing rate predictions in optimal balanced networks,2013,"['David G. Barrett', 'Sophie Denève', 'Christian K. Machens']",-21.097,Firing rate predictions in optimal balanced networks
172,"[{'AfId': 22299242, 'AuN': 'masayuki karasuyama', 'AfN': 'kyoto university', 'AuId': 1256560114}, {'AfId': 22299242, 'AuN': 'hiroshi mamitsuka', 'AfN': 'kyoto university', 'AuId': 278261381}]",26,2166688141,manifold based similarity adaptation for label propagation,2013,"['Masayuki Karasuyama', 'Hiroshi Mamitsuka']",-19.963,Manifold-based Similarity Adaptation for Label Propagation
173,"[{'AfId': 17145004, 'AuN': 'haichao zhang', 'AfN': 'northwestern polytechnical university', 'AuId': 2135445600}, {'AfId': 1290206253, 'AuN': 'david p wipf', 'AfN': 'microsoft', 'AuId': 1985957493}]",21,2125566565,non uniform camera shake removal using a spatially adaptive sparse penalty,2013,"['Haichao Zhang', 'David Wipf']",-20.15,Non-Uniform Camera Shake Removal Using a Spatially-Adaptive Sparse Penalty
174,"[{'AfId': 185103710, 'AuN': 'dimitris achlioptas', 'AfN': 'university of california santa cruz', 'AuId': 324519408}, {'AfId': 1325784139, 'AuN': 'zohar shay karnin', 'AfN': 'yahoo', 'AuId': 1985648170}, {'AfId': 1325784139, 'AuN': 'edo liberty', 'AfN': 'yahoo', 'AuId': 1215165747}]",13,2168274347,near optimal entrywise sampling for data matrices,2013,"['Dimitris Achlioptas', 'Zohar S. Karnin', 'Edo Liberty']",-20.633,Near-Optimal Entrywise Sampling for Data Matrices
175,"[{'AfId': 74973139, 'AuN': 'leonid boytsov', 'AfN': 'carnegie mellon university', 'AuId': 253157154}, {'AfId': 204778367, 'AuN': 'bilegsaikhan naidan', 'AfN': 'norwegian university of science and technology', 'AuId': 137482177}]",5,2164353462,learning to prune in metric and non metric spaces,2013,"['Leonid Boytsov', 'Bilegsaikhan Naidan']",-21.132,Learning to Prune in Metric and Non-Metric Spaces
176,"[{'AfId': 157556583, 'AuN': 'alexander zimin', 'AfN': 'institute of science and technology austria', 'AuId': 2707860345}, {'AfId': 1326498283, 'AuN': 'gergely neu', 'AfN': 'french institute for research in computer science and automation', 'AuId': 2106786457}]",11,2150234726,online learning in episodic markovian decision processes by relative entropy policy search,2013,"['Alexander Zimin', 'Gergely Neu']",-20.558,Online learning in episodic Markovian decision processes by relative entropy policy search
177,"[{'AfId': 9927081, 'AuN': 'paul wagner', 'AfN': 'aalto university', 'AuId': 2501077681}]",1,2105675791,optimistic policy iteration and natural actor critic a unifying view and a non optimality result,2013,['Paul Wagner'],-21.73,Optimistic policy iteration and natural actor-critic: A unifying view and a non-optimality result
178,"[{'AfId': 45129253, 'AuN': 'charles blundell', 'AfN': 'university college london', 'AuId': 2277055860}, {'AfId': 40120149, 'AuN': 'yee whye teh', 'AfN': 'university of oxford', 'AuId': 1354816936}]",7,2096297741,bayesian hierarchical community discovery,2013,"['Charles Blundell', 'Yee Whye Teh']",-20.292,Bayesian Hierarchical Community Discovery
179,"[{'AfId': 16391192, 'AuN': 'noga alon', 'AfN': 'tel aviv university', 'AuId': 2112574952}, {'AfId': 189158943, 'AuN': 'nicolo cesabianchi', 'AfN': 'university of milan', 'AuId': 259249205}, {'AfId': 115752224, 'AuN': 'claudio gentile', 'AfN': 'university of insubria', 'AuId': 2129072251}, {'AfId': 16391192, 'AuN': 'yishay mansour', 'AfN': 'tel aviv university', 'AuId': 2078633956}]",26,2152951864,from bandits to experts a tale of domination and independence,2013,"['Noga Alon', 'Nicolò Cesa-Bianchi', 'Claudio Gentile', 'Yishay Mansour']",-19.68,From Bandits to Experts: A Tale of Domination and Independence
180,"[{'AfId': 74973139, 'AuN': 'cosma rohilla shalizi', 'AfN': 'carnegie mellon university', 'AuId': 202003005}, {'AfId': 124227911, 'AuN': 'aryeh kontorovitch', 'AfN': 'ben gurion university of the negev', 'AuId': 2616082553}]",6,2145290714,predictive pac learning and process decompositions,2013,"['Cosma Shalizi', 'Aryeh Kontorovich']",-20.969,Predictive PAC Learning and Process Decompositions
181,"[{'AfId': 162577319, 'AuN': 'crystal maung', 'AfN': 'university of texas at dallas', 'AuId': 2095097875}, {'AfId': 162577319, 'AuN': 'haim schweitzer', 'AfN': 'university of texas at dallas', 'AuId': 1986396195}]",10,2129314216,pass efficient unsupervised feature selection,2013,"['Crystal Maung', 'Haim Schweitzer']",-20.772,Pass-efficient unsupervised feature selection
